"I-P01"	"OTU"	"I-P07"	"I-P11"	"I-S07"	"I-S29"	"I-S34"	"I-W31"	"I-W32"	"I-W33"	"S-P03"	"S-P09"	"S-P12"	"S-S05"	"S-S08"	"S-S32"	"S-W20"	"S-W36"	"S-W37"
2	"Bacteria.Cyanobacteria.NA.Nostocales.Nostocaceae.Nostoc.Nostoc sp. NIES-4103"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. Baikal-G1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"Bacteria.Cyanobacteria.NA.NA.NA.NA.filamentous cyanobacterium Phorm 6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. MED-G71"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"Bacteria.Cyanobacteria.NA.Synechococcales.Leptolyngbyaceae.NA.Leptolyngbyaceae cyanobacterium CCMR0082"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"Bacteria.Cyanobacteria.NA.NA.NA.NA.Cyanobacteria bacterium J055"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"Bacteria.Cyanobacteria.NA.Synechococcales.Leptolyngbyaceae.Leptolyngbya.Leptolyngbya sp. LCM1.Bin17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Thermosynechococcus.Thermosynechococcus sp. CL-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Nostocaceae.Trichormus.Trichormus azollae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Nostocaceae.Nostoc.Nostoc commune"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Thermosynechococcus.Thermosynechococcus vulcanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Calotrichaceae.Calothrix.Calothrix parietina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. WH 8101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Chroococcales.Aphanothecaceae.Halothece.Halothece sp. PCC 7418"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Aphanizomenonaceae.Chrysosporum.Chrysosporum ovalisporum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Calotrichaceae.Calothrix.Calothrix sp. PCC 7507"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Oscillatoriales.Coleofasciculaceae.Geitlerinema.Geitlerinema sp. PCC 7105"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. CC9616"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Leptolyngbyaceae.Leptolyngbya.Leptolyngbya sp. PCC 7376"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Oscillatoriales.Oscillatoriaceae.Oscillatoria.Oscillatoria acuminata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Oscillatoriales.Oscillatoriaceae.Phormidium.Phormidium tenue"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Oscillatoriales.Oscillatoriaceae.Moorea.Moorea bouillonii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. CB0101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Nostocaceae.Trichormus.Trichormus variabilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Oscillatoriales.Oscillatoriaceae.Lyngbya.Lyngbya sp. PCC 8106"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Rivulariaceae.Rivularia.Rivularia sp. PCC 7116"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Prochlorotrichaceae.Nodosilinea.Nodosilinea nodulosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Oscillatoriales.Oscillatoriaceae.Oscillatoria.Oscillatoria nigro-viridis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Pseudanabaenaceae.Pseudanabaena.Pseudanabaena sp. ABRG5-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Calotrichaceae.Calothrix.Calothrix sp. HK-06"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Hapalosiphonaceae.Fischerella.Fischerella sp. PCC 9431"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Chamaesiphonaceae.Chamaesiphon.Chamaesiphon minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Scytonemataceae.Scytonema.Scytonema tolypothrichoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Calotrichaceae.Calothrix.Calothrix elsteri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. KORDI-100"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Calotrichaceae.Calothrix.Calothrix sp. 336/3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Cyanobium.Cyanobium sp. CACIAM 14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Prochloraceae.Prochlorococcus.Prochlorococcus sp. MIT 0601"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Chroococcales.Chroococcaceae.Geminocystis.Geminocystis sp. NIES-3708"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Pseudanabaenaceae.Pseudanabaena.Pseudanabaena sp. 'Roaring Creek'"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Nostocaceae.Anabaena.Anabaena sp. AL09"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Aphanizomenonaceae.Cylindrospermopsis.Cylindrospermopsis sp. CR12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Hapalosiphonaceae.Fischerella.Fischerella sp. NIES-3754"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Oscillatoriales.NA.NA.Oscillatoriales cyanobacterium CG2_30_44_21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Pleurocapsales.Dermocarpellaceae.Stanieria.Stanieria sp. NIES-3757"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. NIES-970"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Chroococcidiopsidales.Chroococcidiopsidaceae.Aliterella.Aliterella atlantica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Nostocaceae.Trichormus.Trichormus sp. NMC-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.NA.NA.NA.Cyanobacteria bacterium QH_2_48_84"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Nostocaceae.Nostoc.Nostoc sp. T09"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Prochloraceae.Prochlorococcus.Prochlorococcus sp. HOT_208_60"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Prochloraceae.Prochlorococcus.Prochlorococcus sp. HOT208_60m_805A16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Prochloraceae.Prochlorococcus.Prochlorococcus sp. HOT208_60m_813I02"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Oscillatoriales.Microcoleaceae.Arthrospira.Arthrospira sp. O9.13F"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. TMED185"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. TMED187"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. TMED19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Hapalosiphonaceae.Fischerella.Fischerella sp. NIES-4106"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Nostocales.Nostocaceae.Nostoc.Nostoc sp. 'Peltigera membranacea cyanobiont' 232"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus lacustris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. MED-G68"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.NA.NA.NA.Cyanobacteria bacterium J149"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Pseudanabaenaceae.Pseudanabaena.Pseudanabaena sp. UWO310"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Chroococcales.NA.NA.Chroococcales cyanobacterium metabat2.561"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Pseudanabaenaceae.Pseudanabaena.Pseudanabaena sp. UWO311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. RSCCF101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Oscillatoriales.Oscillatoriaceae.Phormidium.Phormidium sp. SL48-SHIP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Chroococcales.Aphanothecaceae.Gloeothece.Gloeothece citriformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. N19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. N26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Cyanobacteria.NA.Synechococcales.Synechococcaceae.Synechococcus.Synechococcus sp. PCC 11901"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345	"Bacteria.Planctomycetes.NA.NA.NA.NA.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	"Bacteria.Planctomycetes.Planctomycetia.NA.NA.NA.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"Bacteria.Planctomycetes.Phycisphaerae.Phycisphaerales.NA.NA.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	"Bacteria.Planctomycetes.Candidatus Brocadiae.Candidatus Brocadiales.Candidatus Brocadiaceae.NA.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae.NA.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Planctomycetes.Planctomycetia.Gemmatales.Gemmataceae.NA.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	"Bacteria.Planctomycetes.Candidatus Brocadiae.Candidatus Brocadiales.Candidatus Brocadiaceae.Candidatus Brocadia.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae.Blastopirellula.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"Bacteria.Planctomycetes.Planctomycetia.Isosphaerales.Isosphaeraceae.Paludisphaera.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	"Bacteria.Planctomycetes.Phycisphaerae.Sedimentisphaerales.Sedimentisphaeraceae.Sedimentisphaera.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	"Bacteria.Planctomycetes.Candidatus Brocadiae.Candidatus Brocadiales.Candidatus Brocadiaceae.Candidatus Scalindua.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae.Rhodopirellula.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	"Bacteria.Planctomycetes.Planctomycetia.Isosphaerales.Isosphaeraceae.Singulisphaera.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae.Roseimaritima.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae.Rubripirellula.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	"Bacteria.Planctomycetes.Planctomycetia.Isosphaerales.Isosphaeraceae.Aquisphaera.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	"Bacteria.Planctomycetes.Planctomycetia.Planctomycetales.Planctomycetaceae.Rubinisphaera.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	"Bacteria.Planctomycetes.Planctomycetia.Gemmatales.Gemmataceae.Gemmata.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	"Bacteria.Planctomycetes.Planctomycetia.Planctomycetales.Planctomycetaceae.Planctopirus.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	"Bacteria.Planctomycetes.Candidatus Brocadiae.Candidatus Brocadiales.Candidatus Brocadiaceae.Candidatus Jettenia.NA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
791	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	"Bacteria.Planctomycetes.Candidatus Brocadiae.Candidatus Brocadiales.Candidatus Brocadiaceae.Candidatus Brocadia.Candidatus Brocadia sp. WS118"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	"Bacteria.Planctomycetes.Planctomycetia.Planctomycetales.Planctomycetaceae.Alienimonas.Alienimonas californiensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium Pla144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	"Bacteria.Planctomycetes.Planctomycetia.Planctomycetales.Planctomycetaceae.NA.Planctomycetaceae bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium GWF2_41_51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Thermoguttaceae.Thermogutta.Thermogutta terrifontis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	"Bacteria.Planctomycetes.Planctomycetia.Planctomycetales.Planctomycetaceae.Planctomyces.Planctomyces sp. SH-PL14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	"Bacteria.Planctomycetes.Phycisphaerae.Phycisphaerales.NA.NA.Phycisphaerales bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	"Bacteria.Planctomycetes.Phycisphaerae.Phycisphaerales.Phycisphaeraceae.Phycisphaera.Phycisphaera sp. TMED9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium K22_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium KOR34"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	"Bacteria.Planctomycetes.Phycisphaerae.Phycisphaerales.Phycisphaeraceae.NA.Phycisphaeraceae bacterium TMED231"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium HG15A2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	"Bacteria.Planctomycetes.Candidatus Brocadiae.Candidatus Brocadiales.Candidatus Brocadiaceae.Candidatus Kuenenia.Candidatus Kuenenia stuttgartiensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	"Bacteria.Planctomycetes.Planctomycetia.Gemmatales.Gemmataceae.Fimbriiglobus.Fimbriiglobus ruber"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium B3_Pla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae.Mariniblastus.Mariniblastus fucicola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	"Bacteria.Planctomycetes.Planctomycetia.Isosphaerales.Isosphaeraceae.Paludisphaera.Paludisphaera borealis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium SRT547"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	"Bacteria.Planctomycetes.Phycisphaerae.Sedimentisphaerales.Sedimentisphaeraceae.Sedimentisphaera.Sedimentisphaera salicampi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium Q31b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium Poly41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	"Bacteria.Planctomycetes.Planctomycetia.Isosphaerales.Isosphaeraceae.Singulisphaera.Singulisphaera sp. GP187"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium Mal64"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	"Bacteria.Planctomycetes.Phycisphaerae.NA.NA.NA.Phycisphaerae bacterium SG8_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium CA13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium Pla175"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae.Pirellula.Pirellula sp. SH-Sr6A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	"Bacteria.Planctomycetes.Phycisphaerae.Sedimentisphaerales.Anaerohalosphaeraceae.Anaerohalosphaera.Anaerohalosphaera lusitana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae.Blastopirellula.Blastopirellula marina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium Pan181"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae.Roseimaritima.Roseimaritima sp. JC651"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Planctomycetes.Planctomycetia.Planctomycetales.Planctomycetaceae.Rubinisphaera.Rubinisphaera brasiliensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Planctomycetes.Phycisphaerae.NA.NA.NA.Phycisphaerae bacterium SM23_33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium GWC2_49_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium RBG_16_55_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Planctomycetes.Phycisphaerae.Sedimentisphaerales.Sedimentisphaeraceae.Limihaloglobus.Limihaloglobus sulfuriphilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Planctomycetes.Planctomycetia.Planctomycetales.Planctomycetaceae.Fuerstia.Fuerstia marisgermanicae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Planctomycetes.Planctomycetia.Planctomycetales.NA.NA.Planctomycetales bacterium 71-10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium Pla123a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Planctomycetes.Planctomycetia.Isosphaerales.Isosphaeraceae.Aquisphaera.Aquisphaera sp. JC650"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	"Bacteria.Planctomycetes.Planctomycetia.Isosphaerales.Isosphaeraceae.Paludisphaera.Paludisphaera sp. JC665"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium FF011L"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"Bacteria.Planctomycetes.Planctomycetia.Gemmatales.Gemmataceae.NA.Gemmataceae bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	"Bacteria.Planctomycetes.Planctomycetia.Isosphaerales.Isosphaeraceae.Isosphaera.Isosphaera pallida"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium GWF2_50_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	"Bacteria.Planctomycetes.Planctomycetia.Planctomycetales.Planctomycetaceae.Rubinisphaera.Rubinisphaera italica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium Pan265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae.Rubripirellula.Rubripirellula reticaptiva"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium V22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	"Bacteria.Planctomycetes.Planctomycetia.Pirellulales.Pirellulaceae.Pirellula.Pirellula staleyi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	"Bacteria.Planctomycetes.Candidatus Brocadiae.Candidatus Brocadiales.Candidatus Brocadiaceae.Candidatus Scalindua.Candidatus Scalindua rubra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	"Bacteria.Planctomycetes.Phycisphaerae.Phycisphaerales.Phycisphaeraceae.NA.Phycisphaeraceae bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium KS4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	"Bacteria.Planctomycetes.NA.NA.NA.NA.Planctomycetes bacterium ETA_A1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	"Bacteria.Planctomycetes.Candidatus Brocadiae.Candidatus Brocadiales.Candidatus Brocadiaceae.Candidatus Scalindua.Candidatus Scalindua japonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	"Bacteria.Planctomycetes.Phycisphaerae.Sedimentisphaerales.Sedimentisphaeraceae.Sedimentisphaera.Sedimentisphaera cyanobacteriorum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
