,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;NA;NA;,0.000009,0.000068,0.000053,0.000043,0.000049,0.000026,0.000007,0.000018,0.000011,0.000048,0.000010,0.000024,0.000016,0.000017,0.000008,0.000006,0.000022,0.000017
Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;NA;NA;,0.000009,0.000010,0.000057,0.000002,0.000024,0.000005,0.000011,0.000003,0.000009,0.000023,0.000003,0.000009,0,0.000017,0,0,0,0.000010
Eukaryota;NA;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;NA;NA;,0.000009,0.000026,0.000031,0.000007,0.000032,0.000002,0.000011,0.000256,0.000043,0.000002,0.000017,0.000021,0.000002,0.000025,0.000008,0,0.000029,0.000077
Eukaryota;Euglenozoa;Euglenida;Euglenales;Euglenaceae;NA;NA;,0.000009,0.000018,0.000009,0.000007,0.000010,0.000012,0.000004,0.000031,0.000020,0.000005,0.000007,0.000003,0.000010,0.000008,0.000051,0,0.000042,0.000122
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;NA;NA;,0.000009,0.000003,0,0.000002,0,0,0.000004,0,0,0,0.000003,0.000012,0,0,0.000008,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Woeseiaceae;NA;NA;,0.000009,0,0.000018,0.000007,0,0.000523,0.000011,0.000003,0.000020,0.000002,0.000003,0.000015,0.000014,0.000029,0.000011,0.000022,0.000010,0.000003
Eukaryota;Basidiomycota;Ustilaginomycetes;Violaceomycetales;Violaceomycetaceae;NA;NA;,0.000009,0.000013,0.000031,0,0.000012,0.000002,0.000007,0.000003,0,0,0,0.000012,0,0.000038,0.000003,0.000003,0.000003,0
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halococcaceae;NA;NA;,0.000009,0.000003,0,0.000007,0,0.000002,0.000018,0.000003,0.000003,0.000005,0.000007,0,0.000006,0.000004,0,0.000003,0.000010,0.000007
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Ancalomicrobiaceae;NA;NA;,0.000009,0.000010,0.000013,0.000069,0.000024,0.000012,0.000055,0.000074,0.000117,0.000041,0.000017,0.000033,0.000030,0.000008,0.000024,0.000066,0.000061,0.000038
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Balneatrichaceae;NA;NA;,0.000009,0.000013,0.000026,0.000002,0.000008,0.000005,0,0.000012,0.000048,0.000005,0.000017,0.000018,0.000008,0.000025,0.000005,0,0.000026,0.000007
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;NA;NA;,0.000009,0,0.000004,0,0.000002,0,0.000004,0,0.000020,0,0,0,0.000005,0.000004,0,0,0,0.000007
Eukaryota;NA;NA;Jakobida;Andaluciidae;NA;NA;,0.000009,0.000016,0.000026,0.000002,0.000025,0.000009,0.000004,0.000003,0.000006,0,0.000014,0.000018,0,0.000017,0.000008,0,0.000006,0
Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Pyrodictiaceae;NA;NA;,0.000007,0,0.000013,0.000002,0,0.000009,0,0,0.000006,0.000005,0.000003,0.000009,0.000002,0.000004,0,0,0,0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;NA;NA;,0.000007,0.000003,0,0.000005,0,0.000002,0.000015,0.000012,0.000011,0.000009,0,0,0.000003,0,0,0.000003,0.000013,0.000003
Eukaryota;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;NA;NA;,0.000007,0.000010,0.000013,0.000002,0.000007,0.000007,0,0,0,0,0,0.000003,0,0.000004,0.000003,0.000003,0.000003,0.000003
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;NA;NA;,0.000007,0.000008,0,0.000002,0.000007,0.000002,0,0.000003,0,0.000005,0.000003,0.000006,0,0.000013,0,0.000003,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;NA;NA;,0.000007,0.000003,0.000022,0.000010,0.000064,0.000002,0.000007,0,0.000023,0,0,0.000003,0.000003,0.000008,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;NA;NA;,0.000007,0.000003,0.000004,0.000012,0,0,0.000011,0,0,0,0.000003,0,0.000005,0,0,0,0,0
Eukaryota;NA;Cryptophyceae;Cyathomonadacea;Goniomonadaceae;NA;NA;,0.000007,0.000010,0,0,0.000034,0,0,0,0,0,0,0.000003,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Hildenbrandiales;Hildenbrandiaceae;NA;NA;,0.000007,0.000003,0.000004,0.000014,0.000005,0.000007,0.000029,0.000040,0,0.000005,0.000007,0.000003,0.000003,0.000004,0.000003,0.000022,0.000039,0.000045
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Phaeodactylaceae;NA;NA;,0.000007,0.000047,0.000044,0.000019,0.000030,0.000007,0.000037,0.000046,0.000014,0.000011,0.000014,0.000033,0.000011,0.000071,0.000024,0.000013,0.000003,0.000035
Eukaryota;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;NA;NA;,0.000007,0.000003,0.000009,0.000005,0.000005,0,0.000004,0,0,0,0,0,0,0,0.000003,0,0.000006,0.000003
Eukaryota;NA;Dinophyceae;Peridiniales;Heterocapsaceae;NA;NA;,0.000007,0.000005,0,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0.000003,0
Eukaryota;Parabasalia;NA;Trichonymphida;Trichonymphidae;NA;NA;,0.000007,0.000031,0.000123,0.000043,0,0,0.000007,0,0,0.000025,0.000049,0.000024,0.000006,0.000017,0.000003,0,0.000035,0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;NA;NA;,0.000007,0.000018,0.000004,0.000002,0.000025,0.000002,0.000007,0.000062,0.000068,0.000002,0.000010,0.000003,0.000010,0.000063,0.000008,0,0.000003,0.000059
Eukaryota;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;NA;NA;,0.000007,0.000013,0.000013,0,0.000014,0.000005,0,0.000003,0.000003,0,0,0.000009,0.000005,0,0,0,0,0
Eukaryota;NA;NA;Jakobida;Jakobidae;NA;NA;,0.000007,0.000026,0.000039,0.000002,0.000020,0.000012,0.000004,0,0,0.000009,0,0.000024,0,0.000021,0.000005,0.000003,0,0
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Elaphomycetaceae;NA;NA;,0.000007,0.000005,0.000004,0,0.000005,0,0.000004,0,0,0,0,0,0,0.000004,0.000005,0,0,0
Eukaryota;Microsporidia;NA;NA;Spraguidae;NA;NA;,0.000007,0.000021,0.000018,0.000014,0.000010,0.000005,0.000011,0,0.000003,0.000002,0.000007,0.000003,0,0.000034,0,0.000003,0.000003,0
Eukaryota;Bacillariophyta;Mediophyceae;Triceratiales;Plagiogrammaceae;NA;NA;,0.000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Aulographales;Aulographaceae;NA;NA;,0.000007,0.000013,0,0.000002,0.000005,0.000005,0.000004,0,0.000009,0,0.000007,0.000003,0.000002,0.000038,0,0,0.000003,0.000007
Eukaryota;Ciliophora;Litostomatea;Haptorida;Spathidiidae;NA;NA;,0.000007,0.000016,0.000018,0,0.000014,0.000005,0,0,0,0.000002,0.000003,0.000012,0,0.000004,0.000003,0,0.000003,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Litoricolaceae;NA;NA;,0.000007,0.000003,0.000009,0.000036,0.000002,0.000012,0,0.000006,0.000037,0.000025,0.000010,0.000006,0.000006,0.000013,0.000113,0.000009,0.000026,0.000024
Eukaryota;NA;Cryptophyceae;Pyrenomonadales;Chroomonadaceae;NA;NA;,0.000007,0,0.000004,0,0.000002,0,0,0,0,0.000002,0.000014,0.000003,0,0.000008,0,0,0,0.000003
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;NA;NA;,0.000007,0.000024,0.000013,0.000014,0.000008,0.000016,0.000007,0.000052,0.000054,0.000002,0.000014,0.000018,0.000021,0.000025,0.000008,0,0.000006,0.000014
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;NA;NA;,0.000007,0.000026,0.000022,0.000007,0.000014,0.000002,0,0.000003,0.000003,0,0,0.000003,0.000005,0.000042,0.000003,0.000006,0,0
Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;NA;NA;,0.000007,0.000013,0.000039,0.000007,0.000010,0,0.000018,0.000022,0.000014,0.000018,0.000003,0.000012,0.000006,0.000008,0.000008,0.000006,0.000026,0.000007
Eukaryota;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;NA;NA;,0.000007,0.000003,0,0,0.000002,0,0,0,0,0.000005,0.000003,0.000006,0,0.000008,0,0,0.000003,0
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;NA;NA;,0.000007,0.000003,0.000004,0.000002,0.000008,0,0,0,0,0,0,0.000003,0,0.000004,0,0,0,0.000003
Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Candidatus Parilichlamydiaceae;NA;NA;,0.000007,0.000118,0.000013,0.000012,0.000090,0.000002,0.000044,0.000259,0.000020,0.000007,0.000014,0.000153,0.000066,0.000008,0.000070,0.000003,0.000042,0.000031
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;NA;NA;,0.000007,0.000008,0.000009,0.000017,0.000008,0,0.000004,0,0.000011,0,0.000014,0.000003,0.000002,0,0.000005,0,0.000019,0
Bacteria;Cyanobacteria;NA;Chroococcidiopsidales;Chroococcidiopsidaceae;NA;NA;,0.000007,0.000076,0.000004,0.000017,0.000007,0.000023,0.000018,0.000028,0.000006,0.000007,0.000021,0.000135,0.000013,0.000004,0.000062,0.000003,0.000071,0.000045
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Notoacmeibacteraceae;NA;NA;,0.000007,0.000024,0.000009,0.000010,0.000022,0.000005,0.000007,0.000031,0.000014,0,0.000007,0.000027,0.000003,0.000004,0.000019,0,0.000019,0.000010
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Gelatoporiaceae;NA;NA;,0.000007,0,0.000004,0.000002,0.000017,0,0.000040,0.000003,0,0.000002,0.000007,0,0,0.000013,0,0.000003,0,0.000007
Eukaryota;Ascomycota;Eurotiomycetes;Phaeomoniellales;Phaeomoniellaceae;NA;NA;,0.000007,0.000003,0.000009,0.000010,0.000025,0.000002,0.000004,0,0.000006,0.000034,0,0,0,0,0.000003,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Magnaporthales;Pyriculariaceae;NA;NA;,0.000007,0.000016,0.000004,0.000005,0.000022,0.000007,0,0.000012,0.000031,0.000002,0,0.000009,0.000003,0.000017,0,0,0.000016,0.000003
Bacteria;Candidatus Mcinerneyibacteriota;Candidatus Mcinerneyibacteria;Candidatus Mcinerneyibacteriales;Candidatus Mcinerneyibacteriaceae;NA;NA;,0.000007,0.000016,0.000004,0.000043,0.000012,0.000023,0.000011,0.000009,0.000011,0.000018,0.000014,0.000021,0.000032,0.000034,0.000013,0,0.000022,0.000059
Bacteria;NA;NA;NA;Candidatus Chazhemtobacteraceae;NA;NA;,0.000007,0.000016,0.000018,0.000005,0.000002,0.000009,0.000004,0.000006,0,0,0.000007,0.000021,0.000005,0,0.000008,0,0.000003,0
Eukaryota;NA;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;NA;NA;,0.000005,0.000008,0.000009,0.000012,0.000003,0.000005,0.000018,0,0.000003,0.000002,0,0.000018,0.000008,0,0.000011,0,0,0.000003
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Codiaceae;NA;NA;,0.000005,0,0,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;NA;NA;,0.000005,0.000003,0.000009,0.000002,0.000017,0.000002,0.000011,0,0.000009,0.000002,0.000003,0.000003,0,0.000054,0.000008,0.000009,0,0
Eukaryota;Ascomycota;Taphrinomycetes;Taphrinales;Protomycetaceae;NA;NA;,0.000005,0.000013,0,0.000007,0.000007,0.000007,0.000007,0,0,0.000002,0.000003,0.000012,0.000005,0.000013,0,0.000009,0.000003,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;NA;NA;,0.000005,0.000008,0.000013,0,0.000020,0.000016,0,0.000003,0.000003,0.000007,0.000007,0.000006,0.000002,0.000017,0.000005,0,0,0
Eukaryota;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;NA;NA;,0.000005,0.000003,0.000009,0.000017,0.000005,0,0,0.000043,0.000009,0,0.000010,0.000012,0,0.000017,0.000008,0,0.000006,0.000007
Eukaryota;Ciliophora;Armophorea;Metopida;Metopidae;NA;NA;,0.000005,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0.000003,0
Eukaryota;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;NA;NA;,0.000005,0.000003,0.000004,0.000002,0.000008,0,0,0,0,0,0.000010,0.000003,0.000002,0.000004,0.000003,0,0,0
Eukaryota;Cercozoa;NA;Cercomonadida;Cercomonadidae;NA;NA;,0.000005,0.000005,0.000031,0,0.000014,0,0,0,0,0.000002,0.000003,0.000003,0.000002,0.000004,0,0,0.000003,0
Eukaryota;Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;NA;NA;,0.000005,0.000029,0.000013,0.000002,0.000007,0.000005,0.000004,0.000003,0.000009,0,0.000003,0,0.000008,0.000038,0,0.000003,0,0
Eukaryota;Rhodophyta;Florideophyceae;Thoreales;Thoreaceae;NA;NA;,0.000005,0,0,0.000002,0,0.000002,0,0,0,0,0,0.000006,0.000005,0,0.000016,0,0,0
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;NA;NA;,0.000005,0,0,0.000007,0.000002,0.000005,0.000011,0.000003,0.000009,0,0.000003,0.000012,0.000008,0.000025,0,0,0.000003,0.000007
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleomassariaceae;NA;NA;,0.000005,0.000003,0.000004,0,0.000010,0.000002,0,0,0,0.000002,0,0.000018,0.000002,0,0,0,0,0
Eukaryota;Microsporidia;NA;NA;Dubosqiidae;NA;NA;,0.000005,0.000034,0.000048,0.000024,0.000005,0.000014,0.000029,0,0.000003,0.000002,0.000003,0.000021,0,0.000017,0.000008,0.000006,0,0.000003
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;NA;NA;,0.000005,0.000003,0.000044,0.000002,0.000017,0,0.000007,0,0.000009,0.000007,0,0.000018,0.000006,0.000004,0,0,0.000003,0.000003
Eukaryota;Ascomycota;Dothideomycetes;Myriangiales;Myriangiaceae;NA;NA;,0.000005,0,0.000004,0,0,0.000005,0,0,0,0,0,0.000003,0,0,0,0,0,0.000003
Eukaryota;Chlorophyta;Chlorophyceae;NA;Microsporaceae;NA;NA;,0.000005,0,0.000013,0.000005,0.000005,0.000002,0,0,0,0.000002,0,0,0.000002,0.000004,0,0,0,0
Eukaryota;Haptista;Centroplasthelida;Pterocystida;Raphidiophryidae;NA;NA;,0.000005,0.000005,0.000013,0,0.000002,0,0,0,0.000003,0,0,0,0,0.000004,0,0,0.000006,0
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Anthracoideaceae;NA;NA;,0.000005,0.000003,0,0,0,0.000009,0,0,0,0,0.000007,0.000003,0.000038,0,0.000005,0,0.000006,0
Eukaryota;Ascomycota;Sordariomycetes;NA;Catabotrydaceae;NA;NA;,0.000005,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Mytilinidiales;Argynnaceae;NA;NA;,0.000005,0.000021,0.000022,0,0.000005,0.000002,0.000004,0.000043,0.000006,0.000007,0,0.000003,0.000002,0.000025,0.000003,0.000003,0,0.000014
Eukaryota;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;NA;NA;,0.000005,0.000005,0.000013,0.000002,0,0,0,0,0,0,0.000003,0.000003,0.000002,0.000008,0.000003,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Choreocolacaceae;NA;NA;,0.000005,0,0,0.000002,0.000008,0,0,0,0,0,0,0.000009,0.000005,0.000004,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Segniliparaceae;NA;NA;,0.000005,0.000013,0.000004,0.000010,0.000003,0,0.000007,0.000003,0.000017,0.000011,0.000017,0.000009,0.000029,0,0,0,0.000016,0.000003
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;NA;NA;,0.000005,0.000141,0.000066,0.000021,0.000144,0.000016,0.000004,0.000228,0.000006,0.000005,0.000007,0.000090,0.000024,0.000038,0.000150,0,0.000003,0.000003
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;NA;NA;,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Lentitheciaceae;NA;NA;,0.000005,0.000005,0,0.000005,0.000003,0.000005,0,0,0.000003,0.000002,0,0.000006,0.000005,0,0.000005,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Candidatus Actinomarinales;Candidatus Actinomarinaceae;NA;NA;,0.000005,0.000018,0,0.000029,0.000003,0,0,0.000431,0.000006,0.000055,0.000010,0.000003,0,0,0,0.000022,0,0.000056
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;NA;NA;,0.000005,0,0.000004,0.000007,0,0,0.000007,0,0.000009,0.000009,0.000003,0,0.000003,0.000004,0,0,0.000003,0
Bacteria;Actinobacteria;Nitriliruptoria;Egicoccales;Egicoccaceae;NA;NA;,0.000005,0,0.000004,0.000021,0.000002,0.000012,0.000015,0,0.000006,0.000005,0.000007,0.000015,0.000003,0,0.000003,0.000034,0.000006,0.000010
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;NA;NA;,0.000005,0.000003,0.000004,0.000002,0.000014,0,0.000007,0,0,0.000007,0,0.000012,0,0.000004,0.000003,0,0,0
Bacteria;Cyanobacteria;NA;Nostocales;Symphyonemataceae;NA;NA;,0.000005,0,0,0,0.000002,0.000002,0,0,0,0.000005,0.000003,0,0.000002,0.000004,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhabdaerophilaceae;NA;NA;,0.000005,0.000018,0.000026,0.000078,0,0.000023,0.000055,0.000043,0.000031,0.000011,0.000021,0.000036,0.000045,0.000096,0,0.000034,0.000045,0.000021
Bacteria;Cyanobacteria;NA;Nostocales;Rivulariaceae;NA;NA;,0.000002,0.000003,0.000004,0,0,0.000002,0,0,0.000009,0.000002,0,0.000006,0.000006,0.000004,0,0.000006,0.000003,0.000003
Eukaryota;Rhodophyta;Florideophyceae;Palmariales;Palmariaceae;NA;NA;,0.000002,0,0,0,0,0.000002,0,0,0,0,0,0.000003,0,0,0,0,0,0
Eukaryota;NA;Phaeophyceae;Dictyotales;Dictyotaceae;NA;NA;,0.000002,0.000005,0,0.000007,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0
Eukaryota;NA;Xanthophyceae;Vaucheriales;Vaucheriaceae;NA;NA;,0.000002,0.000010,0.000009,0.000002,0.000003,0,0,0.000003,0,0,0.000028,0.000009,0.000010,0.000008,0,0,0,0
Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Ascosphaeraceae;NA;NA;,0.000002,0.000024,0.000018,0.000005,0.000017,0.000005,0.000004,0,0.000003,0.000005,0,0.000015,0,0.000025,0.000005,0,0.000003,0
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;NA;NA;,0.000002,0.000003,0.000004,0,0.000007,0,0.000004,0,0,0,0,0.000006,0.000003,0,0.000003,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae;NA;NA;,0.000002,0.000010,0.000018,0,0.000010,0.000009,0.000007,0,0,0.000007,0,0.000009,0,0.000013,0.000013,0,0,0.000003
Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0.000009,0,0,0,0,0.000003,0
Eukaryota;Microsporidia;NA;NA;Nosematidae;NA;NA;,0.000002,0.000068,0.000092,0.000048,0.000037,0.000023,0.000011,0.000003,0.000003,0.000007,0.000017,0.000024,0.000003,0.000071,0.000021,0.000003,0.000010,0.000003
Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;NA;NA;,0.000002,0,0,0,0.000005,0.000002,0,0,0.000009,0.000014,0,0,0.000002,0,0,0,0,0.000003
Eukaryota;Rhodophyta;Florideophyceae;Nemaliales;Liagoraceae;NA;NA;,0.000002,0,0,0.000007,0.000003,0,0.000004,0,0,0.000014,0,0,0,0.000013,0.000003,0,0.000006,0
Eukaryota;Rhodophyta;Florideophyceae;Rhodogorgonales;Rhodogorgonaceae;NA;NA;,0.000002,0,0,0.000002,0,0.000005,0,0.000009,0,0.000005,0,0,0.000005,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;NA;NA;,0.000002,0.000013,0.000092,0.000005,0.000377,0.000009,0,0,0,0,0.000007,0.000006,0.000005,0.000004,0.000013,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;NA;NA;,0.000002,0,0,0.000002,0.000005,0,0.000004,0.000003,0,0.000005,0.000003,0,0.000003,0,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Caulerpaceae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0.000006,0,0,0,0,0,0.000003
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Ostreobiaceae;NA;NA;,0.000002,0.000003,0,0,0,0,0.000004,0,0,0,0.000003,0.000012,0.000008,0,0,0,0.000003,0
Eukaryota;Chlorophyta;Ulvophyceae;Cladophorales;Cladophoraceae;NA;NA;,0.000002,0,0.000004,0,0.000002,0,0,0.000015,0,0,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;NA;NA;,0.000002,0,0,0,0.000019,0,0,0,0,0,0.000007,0.000003,0.000003,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Patellariales;Patellariaceae;NA;NA;,0.000002,0.000010,0,0,0.000002,0.000002,0,0,0,0,0.000014,0.000003,0,0,0.000003,0,0,0
Eukaryota;NA;Glaucocystophyceae;Glaucocystales;Glaucocystaceae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Nemastomatales;Schizymeniaceae;NA;NA;,0.000002,0,0,0,0.000005,0,0.000004,0.000012,0.000003,0,0,0,0.000005,0,0,0.000003,0.000013,0.000003
Eukaryota;Ascomycota;Dothideomycetes;Phaeotrichales;Phaeotrichaceae;NA;NA;,0.000002,0.000055,0.000026,0,0.000005,0,0.000015,0,0,0,0,0.000012,0,0.000021,0.000003,0,0.000006,0.000003
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Picrophilaceae;NA;NA;,0.000002,0,0.000018,0,0,0,0,0,0,0,0,0.000003,0,0.000004,0,0,0.000003,0
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Ascodesmidaceae;NA;NA;,0.000002,0.000003,0.000096,0,0,0.000002,0.000007,0,0,0.000002,0,0,0.000003,0,0.000003,0,0.000010,0
Eukaryota;NA;Dinophyceae;Dinophysiales;Dinophysiaceae;NA;NA;,0.000002,0.000008,0,0,0.000002,0.000002,0.000022,0.000003,0,0,0,0.000003,0,0.000004,0,0,0.000006,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;NA;NA;,0.000002,0.000039,0.000004,0.000057,0.000002,0.000002,0,0,0.000003,0.000002,0.000066,0,0,0,0,0,0.000006,0
Eukaryota;Zoopagomycota;Harpellomycetes;Harpellales;Harpellaceae;NA;NA;,0.000002,0.000018,0.000013,0.000005,0.000010,0.000002,0.000007,0,0,0,0,0.000012,0,0.000025,0.000008,0,0,0
Eukaryota;Basidiomycota;Exobasidiomycetes;Georgefischeriales;Tilletiariaceae;NA;NA;,0.000002,0,0,0.000002,0,0,0.000011,0,0,0.000002,0,0.000003,0.000002,0.000004,0,0,0.000013,0
Eukaryota;Basidiomycota;Exobasidiomycetes;Exobasidiales;Cryptobasidiaceae;NA;NA;,0.000002,0.000021,0.000039,0.000002,0.000015,0.000012,0.000022,0.000003,0.000003,0,0.000003,0.000021,0.000002,0.000050,0.000011,0.000003,0.000003,0
Eukaryota;Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0.000003
Eukaryota;Foraminifera;NA;Rotaliida;Rotaliidae;NA;NA;,0.000002,0,0,0,0,0.000002,0,0,0.000003,0,0,0.000003,0,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;NA;NA;,0.000002,0,0.000009,0,0,0,0.000011,0,0,0,0,0,0.000003,0.000013,0.000003,0.000003,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Steccherinaceae;NA;NA;,0.000002,0,0.000004,0,0.000002,0,0.000018,0,0.000003,0,0.000003,0,0.000002,0.000034,0.000003,0.000003,0.000006,0
Eukaryota;NA;Dinophyceae;Syndiniales;Syndiniaceae;NA;NA;,0.000002,0.000003,0,0,0.000010,0,0,0,0,0,0,0.000003,0,0,0,0,0,0
Eukaryota;Ciliophora;Spirotrichea;Euplotida;Gastrocirrhidae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Rutstroemiaceae;NA;NA;,0.000002,0.000003,0,0.000002,0.000003,0.000012,0,0,0,0,0.000003,0.000006,0.000008,0.000013,0.000013,0,0,0
Eukaryota;Parabasalia;NA;Tritrichomonadida;Monocercomonadidae;NA;NA;,0.000002,0.000008,0.000022,0.000010,0,0,0,0,0,0.000005,0.000024,0,0.000003,0.000008,0.000003,0,0,0
Eukaryota;Tubulinea;Elardia;Leptomyxida;Flabellulidae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0,0
Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Piedraiaceae;NA;NA;,0.000002,0,0.000009,0.000010,0.000002,0.000005,0.000026,0,0.000003,0,0,0.000003,0,0.000013,0,0,0.000016,0
Eukaryota;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;NA;NA;,0.000002,0.000003,0,0.000007,0,0.000002,0.000015,0.000003,0,0.000002,0,0.000003,0.000008,0,0,0,0,0
Eukaryota;Evosea;NA;Pelobiontida;Pelomyxidae;NA;NA;,0.000002,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Microsporidia;NA;NA;Ordosporidae;NA;NA;,0.000002,0.000005,0,0.000007,0.000005,0.000005,0.000018,0,0,0.000002,0,0.000006,0,0,0,0,0.000016,0
